titleM,title,classification,release,runtime,tagline,overview,crew,cast,tags,Status,Original Language,Budget,Revenue,
Frances (1982),-,R,12/03/1982 (US),2h 20m,"Her story is shocking, disturbing, compelling... and true.",The true story of Frances Farmer's meteoric rise to fame in Hollywood and the tragic turn her life took when she was blacklisted.,"{'Director': 'Graeme Clifford', 'Writer': 'Christopher De Vore'}","{'Jessica Lange': 'Frances Farmer', 'Sam Shepard': 'Harry York', 'Kim Stanley': 'Lillian Farmer', 'Bart Burns': 'Ernest Farmer', 'Christopher Pennock': 'Dick Steele', 'James Karen': 'Judge Hillier', ""Gerald S. O'Loughlin"": 'Lobotomy Doctor', 'Sarah Cunningham': 'Alma Styles', 'Allan Rich': 'Mr. Bebe'}","['falsely accused', 'movie business', 'feminism', 'strong woman', 'biography', 'insanity', 'evil mother', 'based on true story', 'psychiatric hospital', 'female protagonist', 'hollywood', 'wrongful imprisonment', 'lost love', 'wrongful arrest', 'wrongful conviction', 'wrong diagnosis', 'lobotomy', 'frances farmer', 'power abuse', 'mother daughter relationship']",Released,English,-,"$5,000,000.00 ",
Dirty Work (1998),Dirty Work (1998),PG-13,06/12/1998 (US),1h 22m,Revenge is a dish best served DIRTY.,"Unemployed and recently dumped, Mitch and his buddy Sam start a revenge-for-hire business to raise the $50,000 that Sam's father needs to get a heart transplant.","{'Director': 'Bob Saget', 'Writer': 'Fred Wolf'}","{'Norm Macdonald': 'Mitch', 'Artie Lange': 'Sam', 'Jack Warden': 'Pops', 'Traylor Howard': 'Kathy', 'Christopher McDonald': 'Travis Cole', 'Chevy Chase': 'Dr. Farthing', 'Don Rickles': 'Hamilton', 'Polly Shannon': 'Toni-Ann', 'David Koechner': 'Anton Phillips'}","['prostitute', 'homelessness', 'gambling debt', 'revenge', 'tape recorder', 'drug dealing', 'car dealership', 'bookie', 'opera house', 'bulldozer', 'heart transplant']",Released,English,"$13,000,000.00 ",-,
Herbie Rides Again (1974),Herbie Rides Again (1974),G,02/14/1974 (US),1h 28m,The Loveable Bug's back doin' his thing!,The living Volkswagen Beetle helps an old lady protect her home from a corrupt developer.,"{'Author': 'Gordon Buford', 'Director': 'Robert Stevenson', 'Screenplay': 'Bill Walsh'}","{'Helen Hayes': 'Mrs. Steinmetz', 'Ken Berry': 'Willoughby Whitfield', 'Stefanie Powers': 'Nicole Harris', 'John McIntire': 'Mr. Judson', 'Keenan Wynn': 'Alonzo P Hawk', 'Chuck McCann': 'Loostgarten', 'Huntz Hall': 'Judge', 'Ivor Barry': 'Chauffeur', 'Dan Tobin': 'Lawyer'}","['san francisco, california', 'estate agent', 'shopping mall', 'sequel', 'urban development', 'volkswagen beetle', 'smart car', 'volkswagon', 'käfer', 'the love bug']",Released,English,-,"$38,229,000.00 ",
"Pagemaster, The (1994)",-,G,11/23/1994 (US),1h 15m,All The Adventure Your Imagination Can Hold.,"Tyler knows a lot about accidents. So much so, he is scared to do anything that might endanger him, like riding his bike, or climbing into his treehouse. While in an old library, he is mystically transported into the unknown world of books, and he has to try and get home again.","{'Screenplay, Story': 'David Kirschner', 'Director': 'Pixote Hunt', 'Screenplay': 'Ernie Contreras'}","{'Macaulay Culkin': 'Richard Tyler', 'Christopher Lloyd': 'Mr. Dewey', 'Patrick Stewart': 'Adventure (voice)', 'Whoopi Goldberg': 'Fantasy (voice)', 'Canan J. Howell': 'Neighborhood Kid', 'Alexis Kirschner': 'Neighborhood Kid', 'Jessica Kirschner': 'Neighborhood Kid', 'Guy Mansker': 'Neighborhood Kid', 'Brandon S. McKay': 'Neighborhood Kid'}","['rain', 'animated scene', 'bike', 'live action and animation']",Released,English,"$27,000,000.00 ","$13,670,688.00 ",
Highlander: Endgame (2000),Highlander: Endgame (2000),18,09/01/2000 (GB),1h 27m,"It will take two immortals to defeat the ultimate evil. But in the end, there can be only one.","Immortals Connor and Duncan Macleod join forces against a man from Connor's distant past in the highlands of Scotland, Kell, an immensely powerful immortal who leads an army of equally powerful and deadly immortal swordsmen and assassins. No immortal alive has been able to defeat Kell yet, and neither Connor nor Duncan are skilled enough themselves to take him on and live. The two of them eventually come to one inevitable conclusion; one of them must die so that the combined power of both the Highlanders can bring down Kell for good. There can be only one... the question is, who will it be?","{'Characters': 'Gregory Widen', 'Director': 'Douglas Aarniokoski', 'Screenplay': 'Joel Soisson', 'Story': 'William N. Panzer'}","{'Christopher Lambert': 'Connor MacLeod', 'Adrian Paul': 'Duncan MacLeod', 'Bruce Payne': 'Jacob Kell', 'Lisa Barbuscia': 'Kate MacLeod / Faith', 'Donnie Yen': 'Jin Ke', 'Jim Byrnes': 'Joe Dawson', 'Peter Wingfield': 'Methos', 'Beatie Edney': 'Heather MacLeod', 'David Nicholls': 'Drunk Friend'}","['new york city', 'loss of loved one', 'martial arts', 'antiquary', 'loss of powers', 'immortality', 'sword fight', 'fictional war', 'dark fantasy', 'warrior', 'action hero', 'sword and sorcery', 'supernatural power', 'good versus evil']",Released,English,"$25,000,000.00 ","$15,843,608.00 ",
"Wolf Man, The (1941)",The Wolf Man (1941),12,12/12/1941 (US),1h 10m,"""His hideous howl a dirge of death!""","After his brother's death, Larry Talbot returns home to his father and the family estate. Events soon take a turn for the worse when Larry is bitten by a werewolf.","{'Director': 'George Waggner', 'Screenplay': 'Curt Siodmak'}","{'Lon Chaney Jr.': 'Larry Talbot / The Wolf Man', 'Evelyn Ankers': 'Gwen Conliffe', 'Claude Rains': 'Sir John Talbot', 'Ralph Bellamy': 'Colonel Montford', 'Maria Ouspenskaya': 'Maleva', 'Patric Knowles': 'Frank Andrews', 'Warren William': 'Dr. Lloyd', 'Bela Lugosi': 'Bela', 'Fay Helm': 'Jenny Williams'}","['gypsy', 'fortune teller', 'wales', 'shotgun', 'wolf', 'amulet', 'transformation', 'full moon', 'beautiful woman', 'trap', 'wolfman', 'man beast', 'cane', 'pentagram', 'werewolf', 'black and white', 'antiques shop', 'lycanthrope', ""wolf's bane"", 'gypsy camp']",Released,English,"$180,000.00 ",-,
"Place in the Sun, A (1951)",-,NR,08/28/1951 (US),2h 2m,Young people asking so much of life... taking so much of love!,An ambitious young man wins an heiress's heart but has to cope with his former girlfriend's pregnancy.,"{'Director': 'George Stevens', 'Novel': 'Theodore Dreiser', 'Screenplay': 'Michael Wilson'}","{'Montgomery Clift': 'George Eastman', 'Elizabeth Taylor': 'Angela Vickers', 'Shelley Winters': 'Alice Tripp', 'Anne Revere': 'Hannah Eastman', 'Keefe Brasselle': 'Earl Eastman', 'Fred Clark': 'Defense Attorney Bellows', 'Raymond Burr': 'District Attorney R. Frank Marlowe', 'Herbert Heyes': 'Charles Eastman', 'Shepperd Strudwick': 'Anthony Vickers'}","['love at first sight', 'based on novel or book', 'ambition', 'trial', 'attraction', 'heiress', 'rowboat', 'courtship', 'unwanted pregnancy', 'secret relationship', 'factory girl', 'social elite', 'moral crisis', 'romantic triangle']",Released,English,"$2,300,000.00 ","$7,000,000.00 ",
Beyond the Mat (2000),-,R,10/22/1999 (US),1h 42m,The Movie Vince McMahon Doesn't Want You to See.,"Beyond the Mat is a 1999 professional wrestling documentary, directed by Barry W. Blaustein. The movie focuses on the lives of professional wrestlers outside of the ring, especially Mick Foley, Terry Funk, and Jake Roberts. The film heavily focuses on the World Wrestling Federation (WWF), often criticizing it and its chairman Vince McMahon. It also follows Extreme Championship Wrestling, it's rise in popularity, and many other independent wrestlers and organisations.","{'Director, Writer': 'Barry W. Blaustein'}","{'Mick Foley': 'Himself / Mankind', 'Terry Funk': 'Himself', 'Vince McMahon': 'Himself', 'Aurelian Smith Jr.': 'Himself / Jake ""The Snake"" Roberts', 'Jesse Ventura': 'Himself', 'Noelle Foley': 'Herself (uncredited)', 'Barry W. Blaustein': 'Narrator', 'Michael Manna': 'Stevie Richards', 'Scott Levy': 'Raven'}","['wrestling', 'sports']",Released,English,"$2,053,648.00 ","$500,000.00 ",
Mortal Kombat: Annihilation (1997),Mortal Kombat: Annihilation (1997),PG-13,11/21/1997 (US),1h 35m,Destroy All Expectations...,"A group of heroic warriors has only six days to save the planet in ""Mortal Kombat Annihilation."" To succeed they must survive the most spectacular series of challenges any human, or god, has ever encountered as they battle an evil warlord bent on taking control of Earth.","{'Screenplay, Story': 'Joshua Wexler', 'Director': 'John R. Leonetti', 'Screenplay': 'Bryce Zabel', 'Story': 'John Tobias'}","{'Robin Shou': 'Liu Kang', 'Talisa Soto': 'Kitana', 'James Remar': 'Raiden', 'Sandra Hess': 'Sonya Blade', ""Lynn 'Red' Williams"": 'Jax', 'Brian Thompson': 'Shao Kahn', 'Reiner Schöne': 'Shinnok', 'Musetta Vander': 'Sindel', 'Irina Pantaeva': 'Jade'}","['saving the world', 'martial arts', 'authority', 'magic', 'villain', 'transformation', 'sequel', 'alternate dimension', 'ninja', 'tournament', 'battle', 'fighting', 'underground fighting', 'based on video game', 'hand to hand combat', 'warrior', 'centaur', 'action hero', 'supernatural power', 'good versus evil']",Released,English,"$30,000,000.00 ","$51,376,861.00 ",
"Mighty, The (1998)",The Mighty (1998),PG-13,06/01/1998 (US),1h 40m,The quest for friendship is the noblest cause of all,"Kevin, an intelligent guy helps out Maxwell to improve his reading skills. In return, Kevin wants Maxwell to take him out places since he is not authorized to go out. Being the social outcasts of the town, Kevin and Maxwell come to realize that they are similar to each other and accept that they are ""freaks"" and nothing will stop them.","{'Director': 'Peter Chelsom', 'Novel': 'Rodman Philbrick', 'Screenplay': 'Charles Leavitt'}","{'Sharon Stone': 'Gwen Dillon', 'Elden Henson': 'Maxwell ""Max"" Kane', 'Kieran Culkin': 'Kevin ""Freak"" Dillon', 'Gena Rowlands': 'Gram', 'Harry Dean Stanton': 'Grim', 'Meat Loaf': 'Iggy', 'Jenifer Lewis': 'Mrs. Addison', 'Dov Tiefenbach': 'Doghouse Boy #1', 'Michael Colton': 'Doghouse Boy #2'}","['ohio', 'coming of age', 'disabled', 'learning disability', 'birth defect', 'suit of armor']",Released,English,-,"$2,652,246.00 ",
Judgment Night (1993),-,R,10/15/1993 (US),1h 49m,Don't move. Don't whisper. Don't even breathe.,"While racing to a boxing match, Frank, Mike, John and Rey get more than they bargained for. A wrong turn lands them directly in the path of Fallon, a vicious, wise-cracking drug lord. After accidentally witnessing Fallon murder a disloyal henchman, the four become his unwilling prey in a savage game of cat and mouse as they are mercilessly stalked through the urban jungle in this taut suspense drama.","{'Screenplay, Story': 'Lewis Colick', 'Director': 'Stephen Hopkins', 'Story': 'Jere Cunningham'}","{'Emilio Estevez': 'Frank Wyatt', 'Cuba Gooding Jr.': 'Mike Peterson', 'Denis Leary': 'Fallon', 'Stephen Dorff': 'John Wyatt', 'Jeremy Piven': 'Ray Cochran', 'Peter Greene': 'Sykes', 'Michael DeLorenzo': 'Teddy, the Kid', 'Everlast': 'Rhodes', 'Michael Wiseman': 'Travis'}","['chicago, illinois', 'drug dealer', 'escape', 'one night', 'boxing']",Released,English,"$21,000,000.00 ","$12,136,938.00 ",
Down Periscope (1996),Down Periscope (1996),PG-13,03/01/1996 (US),1h 32m,"A rusty sub. A rebel commander. A renegade crew. When destiny called, they should have hung up.","Maverick Navy lieutenant Tom Dodge will never be a textbook officer, but he's a brilliant seaman who's always wanted to command a nuclear submarine — he's been given one last chance to clean up his record. Unfortunately, Admiral Graham, his nemesis, would rather sink the fleet than give Dodge his own boat. So, Graham stacks the deck against him and assigns Dodge to the Stingray, a diesel-powered WW2 submarine that can barely keep afloat. To make matters worse, Dodge's crew is a collection of maladjusted, mistake-prone misfits. Then, he's tagged the ""enemy"" in a crucial war game, and ordered to take on the U.S. Navy's best.","{'Screenplay, Story': 'Hugh Wilson', 'Director': 'David S. Ward', 'Screenplay': 'Andrew Kurtzman'}","{'Kelsey Grammer': 'Lt. Commander Tom Dodge', 'Lauren Holly': 'Lt. Emily Lake', 'Rob Schneider': 'Lt. Marty Pascal', 'Harry Dean Stanton': 'Lt. Howard', 'Bruce Dern': 'Rear Admiral Yancy Graham', 'William H. Macy': 'Captain Knox', 'Rip Torn': 'Admiral Winslow', 'Ken Hudson Campbell': 'Seaman Buckman', 'Toby Huss': 'Seaman Nitro'}","['submarine', 'mutiny', 'u.s. navy', 'misfit', 'maverick', 'hijinks', 'nemesis', 'navy lieutenant', 'comradeship', 'nuclear submarine', 'navy officer', 'comedy of errors', 'navy admiral', 'band of misfits', 'war games', 'naval command']",Released,English,-,-,
High Art (1998),-,R,06/12/1998 (US),1h 41m,"a story of ambition, sacrifice, seduction and other career moves.","A young female intern at a small magazine company becomes involved with a drug-addicted lesbian photographer, both of whom seek to exploit each other for their respective careers, while slowly falling in love with each other.","{'Director, Writer': 'Lisa Cholodenko'}","{'Radha Mitchell': 'Syd', 'Gabriel Mann': 'James', 'Ally Sheedy': 'Lucy Berliner', 'Patricia Clarkson': 'Greta', 'Charis Michelsen': 'Debby', 'David Thornton': 'Harry', 'Anh Duong': 'Dominique', 'Helen Mendes': 'White Hawk', 'Bill Sage': 'Arnie'}","['new york city', 'photographer', 'heroin', 'exploitation', 'career', 'magazine', 'photography', 'addiction', 'love', 'lesbian relationship', 'drugs', 'lgbt', 'intern', 'woman director', 'lesbian']",Released,English,-,"$1,929,168.00 ",
Child's Play 2 (1990),Child's Play 2 (1990),R,11/09/1990 (US),1h 24m,Sorry Jack... Chucky's back!,"When Andy’s mother is admitted to a psychiatric hospital, the young boy is placed in foster care, andChucky, determined to claim Andy's soul, is not far behind.","{'Characters, Screenplay': 'Don Mancini', 'Director': 'John Lafia'}","{'Alex Vincent': 'Andy Barclay', 'Brad Dourif': 'Chucky (voice)', 'Christine Elise': 'Kyle', 'Jenny Agutter': 'Joanne Simpson', 'Gerrit Graham': 'Phil Simpson', 'Grace Zabriskie': 'Grace Poole', 'Peter Haskell': 'Sullivan', 'Beth Grant': 'Miss Kettlewell', 'Greg Germann': 'Mattson'}","['factory', 'foster parents', 'voodoo', 'faithlessness', 'evil doll', 'murder', 'killer doll', 'serial killer', 'slasher', 'foster sister', 'foster family', 'doll', 'foster child', 'evil', 'foster home', 'killer toys', 'toy comes to life', 'toy factory', 'possessed doll', 'foster mom', 'supernatural power']",Released,English,"$13,000,000.00 ","$35,763,605.00 ",
Against All Odds (1984),Against All Odds (1984),R,03/02/1984 (US),2h 8m,Sometimes love is the most dangerous game of all.,"She was a beautiful fugitive. Fleeing from corruption. From power. He was a professional athlete past his prime. Hired to find her, he grew to love her. Love turned to obsession. Obsession turned to murder. And now the price of freedom might be nothing less than their lives.","{'Director': 'Taylor Hackford', 'Writer': 'Daniel Mainwaring'}","{'Jeff Bridges': 'Terry Brogan', 'Rachel Ward': 'Jessie Wyler', 'James Woods': 'Jake Wise', 'Alex Karras': 'Hank Sully', 'Jane Greer': 'Mrs. Wyler', 'Richard Widmark': 'Ben Caxton', 'Dorian Harewood': 'Tommy', 'Swoosie Kurtz': 'Edie', 'Saul Rubinek': 'Steve Kirsch'}","['american football', 'neo-noir']",Released,English,-,-,
Drunken Master (Zui quan) (1979),Drunken Master (1978),PG-13,10/05/1978 (US),1h 51m,The Original Kung Fu Comedy!,"After being punished for getting into trouble, a mischievous young man is sent to train under a brutal, but slovenly old beggar, who teaches him the secret of the Drunken Fist.","{'Director, Writer': 'Yuen Woo-ping', 'Writer': 'Ng See-Yuen'}","{'Jackie Chan': 'Wong Fei-Hung', 'Yuen Siu-Tien': 'Beggar So', 'Hwang Jang-Lee': 'Yim Tit-sam', 'Lam Kau': 'Wong Kei-Ying', 'Linda Lin Ying': ""Fei-Hung's Aunt"", 'Dean Shek': 'Professor Kai-Hsien', 'Chiang Kam': 'Da Kuai-Dai', 'Max Lee Chiu-Chun': ""Ying's Student"", 'Yuen Shun-Yi': 'Chen Kuo-Wei'}","['kung fu', 'trainer', 'sake', 'uncle', 'dojo', 'master', 'drunken master', 'drunken boxing']",Released,Cantonese,-,-,
Saturn 3 (1979),-,-,-,-,-,-,{},{},{},,,,,
Music of the Heart (1999),Music of the Heart (1999),PG,10/29/1999 (US),2h 4m,She gave them a gift they could never imagine. They gave the system a fight it would never forget.,Story of a schoolteacher's struggle to teach violin to inner-city Harlem kids.,"{'Director': 'Wes Craven', 'Screenplay': 'Pamela Gray'}","{'Meryl Streep': 'Roberta Guaspari', 'Angela Bassett': 'Janet Williams', 'Cloris Leachman': 'Assunta Guaspari', 'Aidan Quinn': 'Brian Turner', 'Michael Angarano': 'Nick at 7', 'Henry Dinhofer': 'Lexi at 5', 'Kieran Culkin': 'Lexi at 15', 'Charlie Hofheimer': 'Nick at 17', 'Josh Pais': 'Dennis Rausch'}","['music teacher', 'violin', 'biography', 'violinist', 'based on true story', 'school teacher', 'harlem, new york city']",Released,English,"$27,000,000.00 ","$14,859,394.00 ",
Ninotchka (1939),Ninotchka (1939),NR,11/23/1939 (US),1h 50m,It's only human to kiss.,A stern Russian woman sent to Paris on official business finds herself attracted to a man who represents everything she is supposed to detest.,"{'Director': 'Ernst Lubitsch', 'Screenplay': 'Billy Wilder', 'Story': 'Melchior Lengyel'}","{'Greta Garbo': 'Nina ""Ninotchka"" Ivanovna Yakushova', 'Melvyn Douglas': ""Count Leon d'Algout"", 'Ina Claire': 'Grand Duchess Swana', 'Bela Lugosi': 'Commissar Razinin', 'Sig Ruman': 'Comrade Iranoff', 'Felix Bressart': 'Comrade Buljanoff', 'Alexander Granach': 'Comrade Kopalski', 'Gregory Gaye': 'Count Alexis Rakonin', 'Rolfe Sedan': 'Hotel Manager'}","['paris, france', 'white russian', 'capitalism', 'communist', 'capitalist', 'fur', 'jewelry', 'satire']",Released,English,"$1,365,000.00 ","$2,279,000.00 ",
Tie Me Up! Tie Me Down! (1990),-,18,01/22/1990 (ES),1h 42m,A love story... With strings attached!,"Recently released from a mental hospital, Ricky ties up Marina, a film star he once had sex with and keeps her hostage.","{'Director, Screenplay': 'Pedro Almodóvar', 'Screenplay': 'Yuyi Beringola'}","{'Victoria Abril': 'Marina Osorio', 'Antonio Banderas': 'Ricky', 'Loles León': 'Lola', 'María Barranco': 'Berta', 'Rossy de Palma': 'Camello en Vespa', 'Julieta Serrano': 'Alma', 'Francisco Rabal': 'Máximo Espejo', 'Lola Cardona': 'Directora psiquiátrico', 'Montse G. Romeu': 'Periodista'}","['prison', 'madrid, spain', 'ex-detainee', 'kidnapping', 'porn actor', 'inferiority complex', 'madness']",Released,Spanish; Castilian,-,"$3,125,224.00 ",
"War Room, The (1993)",-,PG,11/03/1993 (US),1h 36m,They Changed The Way Campaigns Are Won,"A behind-the-scenes documentary about the Clinton for President campaign, focusing on the adventures of spin doctors James Carville and George Stephanopoulos.",{'Director': 'Chris Hegedus'},"{'James Carville': 'Self', 'George Stephanopoulos': 'Self', 'Heather Beckel': 'Self', 'Paul Begala': 'Self', 'Bob Boorstin': 'Self', 'Bill Clinton': 'Self', 'Hillary Clinton': 'Self', 'Chelsea Clinton': 'Self', 'Al Gore': 'Self'}","['politics', 'election campaign', 'election', 'woman director', 'cinéma vérité']",Released,English,-,"$901,668.00 ",
Inventing the Abbotts (1997),-,R,04/04/1997 (US),1h 50m,"When you want it all but can't have it, there's only one way to handle life... invent it.","In the 1950s, brothers Jacey and Doug Holt, who come from the poorer side of their sleepy Midwestern town, vie for the affections of the wealthy, lovely Abbott sisters. Lady-killer Jacey alternates between Eleanor and Alice, wanting simply to break the hearts of rich young women. But sensitive Doug has a real romance with Pamela, which Jacey and the Abbott patriarch, Lloyd, both frown upon.","{'Director': ""Pat O'Connor"", 'Screenplay': 'Ken Hixon'}","{'Joaquin Phoenix': 'Doug Holt', 'Liv Tyler': 'Pamela Abbott', 'Jennifer Connelly': 'Eleanor Abbott', 'Billy Crudup': 'Jacey Holt', 'Joanna Going': 'Alice Abbott', 'Kathy Baker': 'Helen Holt', 'Will Patton': 'Lloyd Abbott', 'Michael Sutton': 'Steve', 'Garrett M. Brown': 'Webb Crosby'}","['sibling relationship', 'new love', 'dysfunctional marriage', 'working class', 'wrong side of the tracks']",Released,English,-,"$5,926,128.00 ",
"Great Mouse Detective, The (1986)",The Great Mouse Detective (1986),G,07/02/1986 (US),1h 14m,London's crime-fighting ace on his most baffling case!,"When the diabolical Professor Ratigan kidnaps London's master toymaker, the brilliant master of disguise Basil of Baker Street and his trusted sidekick Dawson try to elude the ultimate trap and foil the perfect crime.","{'Director, Screenplay': 'John Musker', 'Novel': 'Eve Titus', 'Screenplay': 'Mel Shaw'}","{'Barrie Ingham': 'Basil of Baker Street / Bartholomew (voice)', 'Val Bettin': 'Dr. David Q. Dawson (voice)', 'Vincent Price': 'Professor Ratigan (voice)', 'Susanne Pollatschek': 'Olivia Flaversham (voice)', 'Candy Candido': 'Fidget (voice)', 'Diana Chesney': 'Mrs. Judson (voice)', 'Eve Brenner': 'The Mouse Queen (voice)', 'Alan Young': 'Hiram Flaversham (voice)', 'Basil Rathbone': 'Sherlock Holmes (voice)'}","['london, england', 'detective', 'queen', 'mouse', 'victorian england', 'cartoon mouse', '19th century']",Released,English,"$14,000,000.00 ","$38,625,550.00 ",
Meteor (1979),-,PG,10/19/1979 (US),1h 47m,There's No Place On Earth To Hide!,"After a collision with a comet, a nearly 8km wide piece of the asteroid ""Orpheus"" is heading towards Earth. If it will hit it will cause a incredible catastrophe which will probably extinguish mankind. To stop the meteor NASA wants to use the illegal nuclear weapon satellite ""Hercules"" but discovers soon that it doesn't have enough fire power. Their only chance to save the world is to join forces with the USSR who have also launched such an illegal satellite. But will both governments agree?","{'Screenplay, Story': 'Edmund H. North', 'Director': 'Ronald Neame', 'Screenplay': 'Stanley Mann'}","{'Sean Connery': 'Paul Bradley', 'Natalie Wood': 'Tatiana Donskaya', 'Karl Malden': 'Harry Sherwood', 'Brian Keith': 'Dr. Dubov', 'Martin Landau': 'General Adlon', 'Trevor Howard': 'Sir Michael Hughes', 'Richard Dysart': 'Secretary of Defense', 'Henry Fonda': 'The President', 'Joseph Campanella': 'General Easton'}","['new york city', 'france', 'nasa', 'meteor', 'disaster', 'hong kong', 'destruction', 'united nations', 'world trade center', 'avalanche', 'flood', 'tidal wave', 'disaster movie', 'russian']",Released,English,"$16,000,000.00 ","$12,600,000.00 ",
"Old Man and the Sea, The (1958)",-,6,10/07/1958 (US),1h 26m,SPENCER TRACY in his most suspenseful role...ERNEST HEMINGWAY'S story of Heroism...Defeat...Victory!,"Santiago is an aging, down-on-his-luck, Cuban fisherman who, after catching nothing for nearly 3 months, hooks a huge Marlin and struggles to land it far out in the Gulf Stream.","{'Director': 'John Sturges', 'Novel': 'Ernest Hemingway', 'Screenplay': 'Peter Viertel'}","{'Spencer Tracy': 'The Old Man', 'Felipe Pazos': 'Manolin, the Boy', 'Harry Bellaver': 'Martin, the Cafe Bartender', 'Don Diamond': 'Cafe Proprietor (uncredited)', 'Mary Hemingway': 'Tourist (uncredited)', 'Joey Ray': 'Gambler (uncredited)', 'Mauritz Hugo': 'Gambler (uncredited)', 'Tony Rosa': 'Gambler (uncredited)', 'Don Blackman': 'Arm Wrestler'}","['sea', 'cuba', 'mockery', 'human vs nature', 'fisherman']",Released,English,-,-,
Joe's Apartment (1996),-,PG-13,07/26/1996 (US),1h 18m,"Sex, Bugs and Rock 'n Roll.","A nice guy has just moved to New York and discovers that he must share his run-down apartment with a couple thousand singing, dancing cockroaches.","{'Director, Screenplay': 'John Payson'}","{""Jerry O'Connell"": 'Joe', 'Megan Ward': 'Lily Dougherty', 'Billy West': 'Ralph Roach (voice)', 'Reginald Hudlin': 'Rodney Roach (voice)', 'Willi One Blood': 'Complaint Handler', 'Tracy Vilar': 'Complaint Handler', ""Sandra 'Pepa' Denton"": 'Blank', 'Robert Vaughn': 'Senator Dougherty', 'Shiek Mahmud-Bey': 'Vladimir Bianco'}","['flat', 'relation', 'rent', 'lodger', 'cockroach', 'spekulant']",Released,English,"$13,000,000.00 ","$4,619,014.00 ",
True Crime (1999),True Crime (1999),M/12,04/23/1999 (PT),2h 7m,-,"Boozer, skirt chaser, careless father. You could create your own list of reporter Steve Everett's faults but there's no time. A San Quentin Death Row prisoner is slated to die at midnight – a man Everett has suddenly realized is innocent.","{'Director': 'Clint Eastwood', 'Novel': 'Andrew Klavan', 'Screenplay': 'Paul Brickman'}","{'Clint Eastwood': 'Steve Everett', 'Isaiah Washington': 'Frank Louis Beechum', 'LisaGay Hamilton': 'Bonnie Beechum', 'James Woods': 'Alan Mann', 'Denis Leary': 'Bob Findley', 'Bernard Hill': 'Warden Luther Plunkitt', 'Diane Venora': 'Barbara Everett', 'Michael McKean': 'Réverend Shillerman', 'Michael Jeter': 'Dale Porthouse'}","['journalist', 'death penalty', 'death row', 'doomed man', 'ambition', 'recovering alcoholic']",Released,English,"$55,000,000.00 ","$16,649,768.00 ",
Armed and Dangerous (1986),Armed and Dangerous (1986),PG-13,08/15/1986 (US),1h 28m,Undercover. Overdressed. And keeping you safe from the scum of the earth.,"After policeman Frank Dooley is framed for theft and loses his job on the force, he joins a security guard agency and teams up with inept former defense lawyer Norman Kane. When the two botch a job guarding a local warehouse, they begin to uncover corruption within the company and their union.","{'Director': 'Mark L. Lester', 'Screenplay': 'Harold Ramis'}","{'John Candy': 'Frank Dooley', 'Eugene Levy': 'Norman Kane', 'Robert Loggia': 'Michael Carlino', 'Kenneth McMillan': ""Captain Clarence O'Connell"", 'Meg Ryan': 'Maggie Cavanaugh', 'Brion James': 'Anthony Lazarus', 'Jonathan Banks': 'Clyde Klepper', 'Don Stroud': 'Sergeant Rizzo', 'Larry Hankin': 'Kokolovitch'}","['corruption', 'ex-cop', 'private detective', 'criminal lawyer']",Released,English,"$12,000,000.00 ","$15,945,534.00 ",
Dead Man on Campus (1998),-,R,08/21/1998 (US),1h 36m,Roommate Wanted...For a Limited Time Only,College freshmen Josh and Cooper are more interested in hitting the bottle than in hitting the books -- and their poor grades are set to get them kicked out of school. Their only hope of passing is to find a roommate who will kill himself. That's because an oddball college code states that a suicide victim's roommates automatically get straight A's. But sharing space with a lineup of lunatics proves enough to drive both boys crazy.,"{'Director': 'Alan Cohn', 'Screenplay': 'Mike White', 'Story': 'Anthony Abrams'}","{'Tom Everett Scott': 'Josh', 'Mark-Paul Gosselaar': 'Cooper', 'Poppy Montgomery': 'Rachel', 'Lochlyn Munro': 'Cliff', 'Alyson Hannigan': 'Lucy', 'Randy Pearlstein': 'Buckley', 'Corey Page': 'Matt', 'Jason Segel': 'Kyle', 'Mari Morrow': 'Kristin'}","['suicide', 'college', 'dark comedy', 'teen movie', 'drugs', 'fraternity house', 'pot', 'teen suicide', 'autopsy room']",Released,English,"$14,000,000.00 ","$15,064,946.00 ",
